label,comment
offensive,বাবা ছেলে ঠিক আছে আমরা ওদের নিয়ে টানাটানি  করি
positive,আবার  কি   এক  হয়া  যায়  না  হলে  দারুন  হত  ছেলেটার   জন্য  ভালো  হত
positive,খুবই দুঃখজনক যেখানে বাবা ছেলের জন্মদিন আয়োজন করে মানুষকে দাওয়াত করবে সেখানে বাচ্চাটা গিয়ে বাবাকে দাওয়াত দেয়। এর চাইতে কষ্টের এবং দু্ঃখের কি হতে পারে
positive,তারা দুজন মিলা গেলে ভালো লাগবে....
positive,একসাথে কেক কাটলে আরো ভালো লাগবে।।।
positive,তোমার হায়াত আল্লাহ্ অনেক যেন দিয়ে থাকেন
offensive,চুত্মারানি তোগ নাটক দেইখতে দেখতে আমার গাজা শ্যাস।
positive,আমরা আশায় আছি
positive,ভাল করেছ ।
positive,সকল দর্শকের ইচ্ছা শাকিব খান অপু বিশ্বাস আবার মিলে যায়এবং জয়ের জন্মদিনে যাবে শাকিব খান।
offensive,আমাদের  সবার দাবি আবার ফিরে আসুক অপুর  কাছে   শাকিব   বুবলি   নষ্ট  মেয়ে     তার সাথে ছবি করলে আমরা বাংলাদেশের  মানুষ  তোমার  ছবি দেখবো না না না
offensive,শাকিব খানের যদি মনুসত্য বোধ থাকে তাহলে আসবে আর যদি না আসে তাহলে ও একটা দেশ এর কলঙ্ক
positive,এতো সুন্দরী একটা বউ আর সব থেকে বড় কথা এতো সুন্দর একটা ছেলের জন্য শাকিব এর অপুর কাছে ফিরে আসা উচিৎ
offensive,বেশি নাটক করলে।জনপ্রিয়তা কমে যাবে ।পৃথিবীর কত বড় বড় অভিনেতা অভিনেত্রী নাম নিশানা শেষ হয়ে গেছে । সে হিসেবে আপনারা কিছুই না
positive,মা বাবা ছেলে অল ফ্যামেলি  ওই দিন অনুস্টানে এক সাতে তাকার জন্য অনুরোধ জানাচ্ছি
positive,শুভ সংবাদ
positive,ইনশাআল্লাহ আগামীকাল যেন আব্রাহাম তার বাবা মা কে একসাথে পায় আমিন শুভ জন্মদিন আব্রাহাম
offensive,এইটা কনডম এর দোষে
positive,সুপার
positive,"আশাকরি বাবা শাকিব খান জম্নদিনে আসবে, শুভ জম্নদিন জয়"
offensive,বিবাহিত আপু আন্টি শারীরিক চাহিদার জন্য নিজের আত্মবোধ ভুলে গিয়ে একটু সুখ খুজে নিলে বিশেষ কোন ক্ষতি হবে না
offensive,ঐ পিরিঞ্চ বেটা।।। বাবা গো কি চমক তুমি দেখালে।।।
offensive,শাকিব খান হলো বাংলাদেশের সবচেয়ে   খারাপ লোক।তা নাহলে এমন ছেলে রেখে অপু বিশ্বাস এর সাথে ছাড়াছাড়ি ‌হত না। বাংলাদেশের জগন্ন মানুষ এর তালিকায়। শাকিব খান এর নাম ব্যবহার করা হোক।
positive,সুপার হিরো
positive,আল্লাহ্ থাকে ভাল রাখুক। দোয়া করি।
positive,শাকিব সোনা চিনতে ভূল করলো।
offensive,তুমি তার চাইতে ময়দা মাখার পিছে টাইম দেও
offensive,"তীর আটা ময়দা সুজি,তীর ছাড়া রাবা'র চলেই না"
offensive,এটা গান?এর থেকে ভাল গান আমি বাথরুমে গাই
offensive,ওর মুখ দেখলেইতো রাগ লাগে
offensive,ফাতরা
offensive,আপনারটা ভালো হয়নি... সবাইকে দিয়ে সবকিছু হয়না
offensive,ক্ষেত
offensive,"তোমারর বিয়ে হবে না কেন!এখনো আলম ভাই,সেফুদা বেঁচে আছে!!"
offensive,"জ্বলবি পুরবি,লুচির মত ফুলবি"
offensive,বুইড়া বেডির ঢং আর কমে না
offensive,বেশি লোভ কইরা পয়সাওয়ালা জামাই খুজে
offensive,মিস ডিজিটাল প্রতিবন্ধী #বাবা_খান
offensive,"আদ্ভুত, এগুলা সুন্তে বিরক্ত লাগে"
offensive,"তোরে ৩ বেলা খাবারের বদলে ৩ বেলা জুতা দিয়া পেটানো যাইতো,"
offensive,এই ফকিন্নি সারাদেশ শোকে কাতর আর তোমরা ভাব দরো..........
offensive,চলো পাট খেতে যাই
offensive,বাবারে মেয়েটার যে ভাব!
offensive,গাঁজার দাম কমছে মনে হয় তাই দেশের এই অবস্তা
offensive,গানটাকে ধর্ষন করে ছাড়ল
offensive,আমার বউয়ের পায়ের সমান হবে  না।
offensive,আবাল মেয়ে এই নাকি জাতির ক্রাশ
offensive,বাশ বাশ আরে বাশ
offensive,গরিবের মাহফুজুর রহমান
offensive,গালি না দিয়ে পারলাম না
offensive,হায়রে বাঙালি বাংলা ভাষা বলতে পারে না ঠিক মত আর সেই মেয়ে মাঝে মাঝে ইংলিশে কথা কয়
offensive,বিষের মত লাগতাছ
offensive,ওর থেকে কুত্তার কন্ঠ অনেক ভালো
offensive,অাহ কি সেলিব্রেটি রে
offensive,শুন্য কলসি বাঁজে বেশি
offensive,"হুরুম খাইয়া ঘুম দে,,,, আবালের ছামা,,,,ফালতু মাইয়া"
offensive,শালা ফালতু
offensive,কিছু আবাল ক্রাশের মানেই বোঝেনা।
offensive,মাগিরে দেখলে আসলেই সানি লিয়ন মত  লাগে।
positive,কিউতে
offensive,আমার বাল ওর উপর ক্রাশ খাইছে। আর ওর গান গুনে মনে হয় বিষ খাই
offensive,তুই একটা খারাপ  মেয়ে  তুই হিজরা
offensive,"বাঙ্গালি গাজা খায় না,,সেই মেয়ে অার ওই রিদু দুইজনের সেলফি ছাড়ো"
offensive,"তুরো মাগির পোলা মদ খা , জাতির ক্রোশ চোদাইতে আসছে"
offensive,কুত্তা পালায় জাবে অর গান সুনলে
offensive,তোমার নাক কত বড় দেখেছ?
offensive,তোর গলা শুনলে মুখে লাত্থি মারতে মন চায়
positive,"অনেক বড় হও,  তোমার মা,অপুর স্বপ্ন যেন বাস্তবায়িত হয় এই কামনা করি ।"
positive,ম্যাডাম মনোনয়ন পত্র সংগ্রহ করতে গেলেন না? জাতি আপনাকেও এমপি হিসাবে দেখতে চায়
offensive,চুদাচুদি করি কল দিয়ে ডিল করেন
positive,আহা প্রীতিলতা
offensive,আপনি কি ইমুতে মজা করতে চান।একজন বিশুাসি লোক কুজচেন।সবাই কি আপনাকে দোকা দিচে।তা হলে আমার ইমুতে মেসেজ করুন।
offensive,ইমু সেক্স করি যার করা ইচ্চা আচে ইমু তে মেসেজ করুন কোন দোকাবাজ আসবেন না
offensive,আমার ভাড়ী ঢাকা।আমি ইমু সেক্স করব।কোন লোক করতে চাইলে আমার ইমুতে sms করুন
offensive,যা অ্যাপ ব্যবহার করেন আপা। পেছনের কাইল্লাটারে বিশ্ব সুন্দরী মনে হচ্ছে!!
offensive,"আছুদি,,,এটা একটা ক্যাপশন হলো।"
positive,তুমি কেন এত সুন্দর
positive,"প্রীতি এবং পরী,,, প্রিয় ২ টা শব্দ "
positive,আমার।কলিজার টুকরা
positive,আরও একবার আমাদের এলাকায় আসেন।
positive,আশা করি সিনেমাটা খুব ভালো হবে
offensive,উনা কে বল চুল গুলৌ কাটতে  আর সেব করতে
positive,শাকিব খান কে লাগবে
positive,কিউটি
positive,#প্রীতি
offensive,একাকি আচো খুব খারাপ লাগে আমার ইমুতে মেসেজ করো। আমি আচি তুমার ওপেখায়
offensive,ইমু সেক্স ইমু সেক্স ইমু সেক্স আমি তানিয়া ইমু সেক্স করি। কোন ধোকাবাজী করিনা।ভাল মজা দেই
offensive,আসো মজা হবে।মজার খেলা হবে সারাদিন ইমুতে।আমি আচি ইমুতে তুমাকে মজা দেওয়ার জন্য
offensive,আপনি দিবেন টাকা আমি দিব মজা।ভাই আপনি একাকি সময় পার করেন তা হলে আসুন আমার ইমুতে
positive,পরী
offensive,মজা মজা মজা আসো ইমু সেক্স করলে।এস এমস করুন ইমুতে। খুসি করে দিব মন।
offensive,এটা একটা মেয়ের ইমু নাম্ভার।সে ইমু সেক্স করে।ভাল লোক পেলে ভাল মজা দিব। যে ভাল লোক করবা মেসেজ করে কল দাও।
offensive,ক্যান জানি ক্যালাই ছিলাম
offensive,আমার নাম সোনিয়া।আমি ইমু সেক্স করি টাকা বিনিময় একন পজনত কোন বাল লোক আমাকে টাকা দেয়নি যে টাকা দিয়ে করবেন সে ইমু নাম্ভারে এস এমস করুন
offensive,ইমু সেক্স করব একজন ভাল লোকের সাথে।যে টাকা দিয়ে কাজ করবেন।কোন বাটপারি আমি করিনা।দয়া করে কোন বাটপার আমার ইমু তে বিরক্ত করবেন না।
offensive,নতুন আমি ইমু সেক্স করব।আপনারা ত সবাই ধোকা খেয়েচেন।তাই একজন আমার  ইমুতে আসুন। আগে মেচেজ করুন।
offensive,কে কে করবা ইমু সেক্স।সবাই বাটপারি করে আর ভয় নাই আমার ইমুতে মেসেজ করো।আমি আচি তুমার ওপেখায়
offensive,আমি জুমা ইমু সেক্স করি যে করবেন মেসেজ করুন ইমুতে। আমি ইমু তে আচি। ভাল কাজ হবে কোন ধোকাবাজী নাই
offensive,আপনি দিবেন টাকা আমি দিব মজা।এটা আমার জবান।বার বার ধোকা না খেয়ে আমার ইমুতে আসুন
offensive,ইমু সেক্স ইমু সেক্স ইমু সেক্স আমি তানিয়া ইমু সেক্স করি। কোন ধোকাবাজী করিনা।
offensive,কেলাইছিলেন?
offensive,পরিবার থেকে বিতারিত হওয়া মেয়াগুলা এভাবেই ক্যালায়
offensive,ইমু সেক্স করি। আমার ইমু নাম্ভার।যে করবেন ইমুতে মেসেজ করুন
offensive,আপনি আমারর সাথে ইমু  সেক্স করবেন।তাহলে আমার ইমু নাম্ভারে এস এমস করুন।
offensive,তোমারে একবার না দেখলে মোনটা ভাল লাগেন জখন দেখি তখন ভাল লাগে
offensive,তোমার চেয়ে নোবেলের গান এবং গলা অনেক সুন্দর।।।
positive,আমরা ক্যালাই দিয়ো তো একটু
positive,শুভ সকাল? তোমার মায়াবি মুখে হাসি দেখলে  আমার মন ভালো হয়
offensive,ভাই গানটারে তো খাইয়া দিলি
offensive,কে কে আচো খেলা খেলবা।খুব একা আছো আমার ইমুতে আশো মজা হবে
offensive,"হুর চুরের ঘরের চুর, তোর চেহারা দেখলেই চুর চুর লাগে"
positive,বাংলার মহারাণী
positive,তোমার মতো সুন্দর নায়কা আর দেখি নাই
positive,আইচ্ছা আপনি উড়তে পারেন?
offensive,ফালতু....ভাব এর সাগর
offensive,বেডারে যে চুম্মা দিয়া ছবি দিছ এইডা কী
offensive,স্যার আপনি এখনও বেঁচে আছেন
offensive,আপনাকে আমরা চরিত্রহীন বলে মনে করতে চাই
offensive,আপনি কথা কইলেই মুখ থেকে বমির দুর্গন্ধ আসে
offensive,শিক্ষক নামের কলঙ্ক আপনি
offensive,আপনি একজন অসভ্য এবং নির্লজ্জ ব্যাক্তি
offensive,মিথ্যাচার করতে একটু ও শরম করে না
offensive,আপনার মতন নির্লজ্জ পতিত দালালগুলা হঠাৎ মাথা তুলে দাঁড়ায়
offensive,দেশের সবথেকে বড় ঘটনায় অংশগ্রহণ না করে ট্রেঞ্চে লুকিয়ে ছিলেন কেন আপনি!
offensive,যে লোক যুদ্ধ করার ভয়ে গর্তে লুকিয়ে ছিলো।
offensive,"এই বুড়ো,সাড়ে বারোটা বাজে, গোসল করে নামাযে যাও"
offensive,স্যার চুরি করা মাছ খেয়ে ধামাচাপা দিলেন বড় নৈতিক গুণ সম্পন্ন শিক্ষক
offensive,"কমেন্টগুলি দেখে বুকটা ভরে ওঠে, ছাগল পালনে দেশ এগিয়ে যাচ্ছে, ভাবতে ভালই লাগে"
positive,ড. জাফর ইকবাল স্যার এ যেন এক স্বপ্নের নাম
offensive,"জীবনের শেষে এসে এরকম রাজনীতি, বিগ্রহ, মার্কা পোষ্ট না দিলেও হত"
offensive,কুকুরের জীবনী পড়ে যে টুকু সময় ব্যায় হলো আমার জীবনে মনে হয় এই প্রথম ডাস্টবিনে মুল্যবান সময়টা ফেলে দিলাম
offensive,"চাকরির সময় শেষ হয়ে যাচ্ছে,,, ভিসির পদ টা এখনও পাওয়া হ্লো না"
offensive,স্যাঁর অাপনি এতই নারী লোভি কেন??
offensive,তোমার মতো কুলাঙ্গার থাকলে দেশে মাছ চোররা ছাড়া পাবে এটাই স্বাভাবিক।
positive,আপনি একজন চমৎকার শিক্ষক
offensive,বিদায়ের এই লগ্নে অাপনি হড়হড় করে একবার বমি করুন
offensive,"বিকালে এসে কমেন্ট পড়ে নিবো। এখনো মানুষ ঘুম থেকে উঠে নাই, ইকবল ব্রো"
offensive,আসুন সবাই মিলে জাফর স্যারের কলাম উপভোগ করি
positive,শুভ সকাল  তুমি মন খারাপ দেখলে আমার চোখে পানি এসে জায়
positive,"তোমার প্রেমে আঘাত আছে, নাইকো অবহেলা।।"
offensive,১ জন ভাল লোক খুজি ইমু সেক্স করব।কোন বাটপার না।জে ভাল লোক করবেন
positive,যেদিন তুমি বুঝবে আমাকে চেয়ে বেশি তোমাকে কেও ভালোবাসেনি যেদিন   তুমি আমার  চেয়ে ও বেশী কাদবে
offensive,"কথা নয় কাজে বিশ্বাসী, আমি টাকার বিনিময়া ইমুতে সেক্স করি।।আমি ১০০% গ্যারান্টি সহকারে কাজ করে থাকি।।"
positive,"হাসিতে মিলেছে হাসি নয়নে-নয়ন, কপোলে মিলায় হাসি সুমধুর শরমে নয়নে স্বপন। বরই সৌন্দর্য"
positive,আপু তুমি ভাল থাক আমি আছি আমার মণি কে নিয়ে ভীষণ টেনশনে । আমি তোমার জন্য দোয়া করি। তুমি আমার মণির জন্য দোয়া করবে। তবে নামাজ পড়ে।
offensive,সুদু বার বার ধোকা খাচচেন আসুন আমার কাচে।ইমুতে মেসেজ করুন ধোকা খাবেন না।
offensive,আমার সাথে কি কেও মজা করতে সাও। যে মজা করবা দেরি না করে মেসেজ করো ইমুতে।
positive,আমি কন্যা দেখলাম নারে দেখলাম একখান পরি এখন আমি দিনে রাতে পরির পিছনে ঘুরি
offensive,আপনি দিবেন টাকা আমি দিব মজা।ভাই আপনি একাকি সময় পার করেন তা হলে আসুন আমার ইমুতে।
positive,ভেরিগুট
offensive,আপনি হাসবেন না
positive,নাইচ পিক
offensive,বাল
offensive,সবাই খালি ইমু নাম্বার ই দেয়
positive,খুব সুন্দর ছবি গুলো
positive,পথো শিশুরা কৈই
positive,"এটা কি নতুন মুভি,,,,?? সাইন করেছ,,,?"
positive,শুভ সকাল একটা নীল গোলাপ তুমি ও গোলাপে মত  সুন্দর
offensive,ফাজলামি নাকি।
positive," আন্তরিক প্রেম-প্রীতি, শুভেচ্ছা ও ভালোবাসা! "
positive,গুড  নাম
positive,ভালা
positive,ফ
offensive,আমি!;চ্যাতা
positive,পরিমনির অভিনয় খুব একটা ভাল না কিন্তু এটা ঠিক যে বাংলার সবচেয়ে সুন্দরী নায়িকা পরিমনি।
offensive,"আফসোস!  বাংলাদেশে একজন উচ্চ শিক্ষিত, ইংরেজিতে কথা বলতে  পারদর্শী সুন্দরী নায়িকা এখনো পেলাম না আমরা।যেটা তামিল, বলিউড এমনকি কলকাতায় আছে অনেকে।যাকে বলা হয় অলরাউন্ডার। শুধু সুন্দর মুখ আর গায়ের রঙ ফসা হলেই তাকে সুপারস্টার নায়িকা বলা যায় না।যদি কেউ কষ্ট পেয়ে থাকেন ক্ষমাসুন্দর দৃষ্টিতে দেখবেন।ধন্যবাদ"
offensive,"প্রবাসী বন্দুরা """""" আমি রিপা আক্তার।আমি ভিডিও কলে সেক্স করি।"
positive,ঐটানা টানা চোখ দুইটি দেখ ঐরশে ভরা মোখটা ঐলম্বা চুল গুলু দেখ কি সুন্দর লাগছে     ilove u
positive,বাংলার  সুন্দরী পরিমনি-
offensive,আপনার কমেন্টে এতো ইমু সেক্সর কমেন্ট কেন?
offensive,গ্রামের চেড়ি আজ ভাবে ফুর ফুরা!৮ পাশ করছুইন ত??
positive,এতো সুন্দর হয়??????
positive,আমার খুবই পছন্দের নায়িকা পরীমনি
positive,চোখ অনেক সুন্দর
offensive,কমেন্ট পড়তে আসছিলাম।এসে দেখলাম এখানে ইমু ব্যাবসা চলে
positive,অভিনন্দন
offensive,পরিমনির ছামা পাতলা আমার লাগবে উচা ছামা আমি!;মিনিট
offensive,"তার কি সমস্যা? ওগুলার গুদে এত চুল্কানি ক্যান বুঝিনা... গুদ মারা তো কম খায়না, তবু কেন যে বিষ কমেনা!!"
positive,চোখ মুখ মায়াবি জেনো তুমাকে ভালোবাশি
positive,তুমি কি সুন্দর তুমি বুঝেবেনা  জে তোমাকে ভালোবাসে সেই বুঝে
positive,আমার জীবনটা তোমাকে দিলাম
positive,লাল রং আমার খুব পছন্দ
positive,আমার  ভালোবাসা তুমি
positive,"যেকোনো যায়গায়, যেকোনো কিছু,যেকারো সবই মানিয়ে নেয়ার ক্ষমতা আছে তার..... পরী /মণি"
positive,লাল  পরি
positive,তোমার দারুন
offensive,তো আমি কি করবো?
positive,সোনা মনি টুক টুকি মনি এটা তোমার বলা কথা
positive,তোমার জন্য চোখে  জল
offensive,নিজে তো মানবতার জন্য দিন রাত বিলিয়ে দিচ্ছে!!
offensive,বাস্তবে কাজটা করতে পারলে বাহবা দিতাম
offensive,আগে মদ খেয়ে মানুয় হতে হবে
offensive,আমি কিছু করি নাই
offensive,অপরাধীর মুখোস না খুলে আমার প্যান্টের জিপার খোলো মজা পাবা।
offensive,তুইকি কোনু দিন মরবিনা তর দুধ বের করে ছবি ছারছ নেডে
offensive,আপু'তুমি'অনেক' বাজে
positive,"মানুষের অন্তর যখন আল্লাহর ভয়ে কাঁপতে থাকে, তখন গাছের পাতার মত তাঁর গুনাহ সমূহ ঝরতে থাকে"" _________হযরত মুহাম্মদ (সাঃ)"
offensive,কমেন্ট দেখে বোঝা গেল স্যার জাফরের ভন্ডামি আর লোকে খায় না
offensive,প্রিয় গর্তযোদ্ধা আপনার পোষ্ট পেয়ে ধন্য হলাম
positive,"চমৎকার লিখেছেন,স্যার"
offensive,কমেন্টে গালাগালি করা ছাগলদের কি কোন ধারণা আছে বেল ল্যাব কোন প্রতিষ্ঠান?
offensive,খে ভালো কথা গুলো শুনলেও আজকাল হরহর করে বমি চলে আসে!
offensive,"সার,যেই কুদাল দিয়া আপনি যুদ্ধ করছিলেন সেই কুদালটা কোন যাদুঘরে আছে সেইটা জানাইলে দেইকা ধন্ন হইতাম"
offensive,স্যার সিলেটে বাতাবী লেবুর চাষ কেমন হয়?
offensive,কেউ ঠ্যালাঠ্যালি করবেন না....সুন্দর ভাবে লাইনে দাড়ান...সবাই বমি করার সুযোগ পাবেন.
offensive,স্যার দালালী ছাড়ুন
offensive,সেই বিব্রতকর মুহূর্ত যখন মালয়েশিয়া ও মধ্যপ্রাচ্যে কর্মরত কামলারা জাফর ইকবাল স্যারের বইয়ে কপি খুঁজে পায়
offensive,যুদ্ধের সময় পালিয়ে বেড়ানো লোকের মুখে মুক্তিযুদ্ধের চেতনার কথা খুব একটা মানায় না।
offensive,প্রশ্ন ফাঁসেরর ব্যাপারটা কি ভুলে গেছেন স্যার??নাকি বই মেলা ইস্যুতে সেইটা টিস্যু হইয়া গেছে??
offensive,"আপনার পরবর্তী বই ""মোরা কোদাল দিয়ে চেতনা খুড়ি"" বইটার অপেক্ষায় গোটা জাতি ।"
offensive,"স্যার যদি উত্তর দিতেন তাহলে জিজ্ঞাসিতাম ""কোদাল কেন কোপায়?"" সাইন্স ফিকশনটা কবে পাবো???"
offensive,তবুও গোফ।তবুও কোদাল
offensive,কোন মুভি থেকে নকল করলেন স্যার?
offensive,কারটা নকল করলা জাফ্রিকবাল
offensive,স্যার আপনার কপিটা কি ধরনের? যদি বলতেন এই অবুঝ শিশু উপকৃত হইত!বাঁধাকপি /ফুলকপি/ চাইনিজকপি
offensive,স্যার কোদাল নিয়ে আপনার লেখা শিশুতোষ গল্প চাই।
offensive,আশা রাখি প্রতিবারের মত এবারও ফ্লপ হবে
offensive,মুক্তিযুদ্ধ এ আপনি কি করছেন জাতি জানতে চায়
offensive,মুইছ্যা জাফর!!!! কাম নাই কাজ নাই কত্তগুলা মুছ রাখছে
offensive,স্যার আপনি কি মুক্তিযুদ্ধ করেছেন?
offensive,আপনার ভাই ছাকিবের শালা বাবু কি ২য় বার পরিক্ষায় ঢাবি তে চান্স পাইছে আপু জানাইয়েন প্লিজ।
offensive,"স্যার, আপনার লেখা আমাদের যুগপৎ বিনোদন ও বিরক্ত করে।"
offensive,বর্তমান বাংলাদেশ এর উচচ শিক্ষিতরা সব চেয়ে বেশি দুরনিতিবাজ & লজ্জাহীন
offensive,ইকবাল স্যারকে একদিন এইসব কমেন্ট বক্স দেখানোর খুব ইচ্ছা আছে
offensive,আমি এখানে অসংখ্য গর্ভবতী ভাইদের দেখতে পাইতেছি
offensive,পপকর্ণ নিয়া কমেন্ট পড়তে বসলাম
offensive,"আপনার লেখার শুরুই হয় ""আমি এরকম মানুষ, ওরকম মানুষ, হেনতেন""! কেন রে স্যার?"
offensive,হড় হড় হড় হড়
offensive,স্যার আপনি গর্ত থেকে বের হলে কিভাবে? তাত্রারি গর্তে ডুকে পড়েন
offensive,কেমন আছো পরী? সিফাতুল্লাহর খোঁজখবর জানো কিছু?
offensive,"সব বাচ্চা মিলে একটি বুড়া কে কবর দিয়ে অাসলো,..কিন্তু এ কি দেখছি বুড়া এখনও ফেবুতে চিৎকার করছে"
offensive,"আপনার লেখা পড়িনা মীর জাফর স্যার, সোজা কমেন্টে এসে হড়হড় করে বমি উগরে দেই"
offensive,এ সমস্ত লেখালেখি বাদ দিয়ে আপনি সরকারের বেশি করে পা চাটেন. এতে করে আপনার স্বার্থ সিদ্ধ হবে.
offensive,আপনি একজন বিশ্বসেরা মুনাফিক
offensive,চিকন পিনের চার্জার পাওয়া যাবে ব্রো
offensive,জাফর স্যার গর্ত থেকে উঁকি দিয়েছেন
offensive,আমি এখন মদ খাব আর স্যারের পোস্টের কমেন্টগুলা পড়ব
offensive,স্যার আইজকা কি জুম্মা পড়ছিলেন?
offensive,পা চাটা গোলাম একটা
offensive,কি খবর জাতীয় তেলবাজ স্যার
offensive,বিশ্ব হারামী আজকে আবার প্রসব করছে। ছিঃ লজ্জা
offensive,আমি যে হরহর করে মুতে দিলাম এখন কি হবে?
offensive,তুই সময় করে একদিন মরে যা
offensive,আমাদের হড় হড় বাবা
offensive,উনারে 'ছত্রলিকের' গোল্ডন হাতুরি সন্মানে ভূষিত করা উচিৎ”
offensive,জাহড়হড়ফড় ইকবালবালবাল
offensive,"তুরী দিয়ে আপনার মেরুদন্ডটা ভেঙ্গে দিতে ইচ্ছা করছে,কিন্তু আপনার যে মেরুদন্ড নাই"
offensive,"স্যার, আপনার পোস্টে মুতের গন্ধ পাইতেছি"
offensive,জাফর + গিরগিটি = জাফরিটি
offensive,ষাঁড় আজকে জুমার নামাজ পড়ছেন ?
offensive,জাফর স্যারকে শিক্ষামন্ত্রী হিসেবে দেখতে চাই
offensive,জারজ স্যর আমি আসি কমেন্ট পরতে জানতে ইচ্ছে করে বমি কি স্যর
offensive,মুক্তিযুদ্ধের সময় তো লুকিয়ে ছিলি ছাগলের বাচ্চা
offensive,"হর হর করে বমি করতে চেষ্টা করলাম ষাঁড়, কিন্তু পেটে কিছু নাই"
offensive,"বিকৃত মস্তিষ্ক, বিক্রিত মাল, বমি বাবা জাফর ইকবাল"
offensive,আবার লেদাইতে আইসা পরসে স্যার
offensive,"ষার ঘুমে থাকে , তাই কিছু জানে না বুজে না"
offensive,যুদ্ধের সময় পালিয়ে বেড়ানো লোকের মুখে মুক্তিযুদ্ধের চেতনার কথা খুব একটা মানায় না
offensive,শ্রদ্ধেয় (!) শ্যাড়
offensive,দিন দিন পোলাপানগুলা আফাল্ডা টাইপ ধারণ করতাছে শ্যাড়
offensive,তুমি একটা বালের লেখক।
offensive,"চোর যে সে নিজে চোর দেখলে চিনতে পারে এ একজন চোর,"
offensive,যারা হঠাত করে আসে তারা আবার হঠাত করেই বাইগা যায়
offensive,আমার হেডার গান গায়
offensive,"নিজের মাইয়ারে একটা বাঙ্গালী পোলার সাথে বিয়া দিতারেন নাই আবার আইছেন বাংলা ভাষার দায়িত্ব নিতে, আপনি এমুন পিছলা কেন স্যার?"
offensive,"বাংলাকে তো আপনিও সুদে দিলেন, কনফারেন্স, আর্টিফিসিয়াল এগুলার কি বাংলা নেই নাকি জানেন না"
offensive,আপনি কি সব ছাই ভষ্ম লিখেন সেসব পড়ে আমি সময় নষ্ট করিনা
positive,"একটা নির্ভেজাল লেখনী..এভাবেই লিখতে থাকুন স্যার..শ্রদ্ধা, সম্মান ও ভালবাসা থাকলো"
positive,আপনি আমাদের ক্ষমা করে দিয়েন স্যার
offensive,বাইনঞ্চুদ কোনাকার এত বড় লেখা দিছত পড়ে তুরে থাপ্পড়াইতে ইচ্ছে করছে
offensive,সালারপুত এত বড় করে লেখা লিখস কেন?পড়তে পড়তে মাথা ঘুরে মাটিতে পড়ে যদি মরে যাই তার দায় বার কি তুই নিবি বাইনচুদ
offensive,"যার মুখের ধ্রুব গালি ""ইডিয়ট"" তার মুখে বাংলা ভাষা নিয়ে কচকচানি মানায় না। বাংলায় গালি দিতে শিখুন"
offensive,জাফর স্যার মানেই বিনোদন
positive,ড. জাফর ইকবাল স্যার না থাকলে এই জেনারেশনের এই সাহসটা তৈরী হতই না
offensive,বাংলার ইবলিশ শয়তান
positive,আজকের তরুণ প্রজন্ম তাদের আবিষ্কার দিয়ে বিশ্ব জয় করতে যাচ্ছে তার মূলে আপনার অবদান অনস্বীকার্য
positive,স্যার আপনি আমার খুবই পছন্দের একজন মানুষ
offensive,"স্যার, গালির জন্যে জন্ম আপনার,উদ্ধার নেই কভু!"
positive,স্যার আপনার লেখা পড়েই দিনশেষে একটু স্বস্তি পাই
positive,আপনার প্রতি পূর্ণ শ্রদ্ধা ছিলো সবসময় এবং থাকবে সবসময়
positive,স্যার আপনার মূল্যবান বক্তব্যের প্রতি শ্রদ্ধা ও কৃতজ্ঞতা
offensive,স্যার আপনার মূল্যবান বক্তব্যের প্রতি শ্রদ্ধা ও কৃতজ্ঞতা!
positive,আমরা আপনাকে ভালোবাসি কারণ আপনি আমাদের মুক্তিযুদ্ধের প্রথম শিক্ষক
positive,আমরা আপনাকে অনেক ভালবাসি ও শ্রদ্ধা করি কারন আপনি সবসময় সত্য ও ন্যায়ের পক্ষে অবস্তান করেন
positive,আপনি তাড়াতাড়ি সুস্থ্য হয়ে উঠুন
offensive,"বালের টুম্পা,গান গাউয়ার আগেই গিটার নিয়ে বসে আছে,ভাব সোদায়"
offensive,স্যার আপনার লেঞ্জা কই? টিকটিকির মত কাইট্টা ফালাইছেন?
offensive,ইরে ষাড়ের বাচ্চা ভালো আছোততি??
positive,ভালো
offensive,ম্যাধাবী শুয়োরের দল এসেছে নিজেদের জাত চিনাতে
offensive,"আপা আপনি এতো ফেসবুক না চালাইয়া অভিনয়ে নজর দেন, একটা হিট ছবি করতে পারেন কিনা দেখেন।"
positive,"শুভ জন্মদিন(আকাশ) সকালে উঠে ভাবি দিন টা কেন আজ এত রজ্ঞিন ভাবনার অবসান ঘটিয়ে খুজে পেলাম আজ কে তোমার জন্মদিন। এই দিনে এসেছিলে তুমি একরাশ প্রেম নিয়ে এ দরার মাঝে, প্রকৃতিও সেজেছিলো অপরুপ সৃষ্ট তোমার রুপের নাজে। মৃদু হাওয়াই নেচেছিলো বানানী তোমার আগমনের খুশিতে, চন্দ্র মল্লিকাও যেন জড়িয়েছে জোছনা আপন মনে হাসিতে হাসিতে। তাই আজকে এমন দিনে তোমাকে জানাই অন্তরের গচ্ছিত শুভেচ্ছা, সদা তুমি সুখে থাকো শান্তিতে থাকো কেবল এটাই মনের ইচ্ছা।"
positive,পরি তুমি কেমন আছো
positive,সুন্দর মোটামুটি
offensive,এই ছেমরি তুই এত সুন্দর ক্যান???
