label,comment
offensive,কারটা নকল করলা জাফ্রিকবাল
offensive,স্যার আপনার কপিটা কি ধরনের? যদি বলতেন এই অবুঝ শিশু উপকৃত হইত!বাঁধাকপি /ফুলকপি/ চাইনিজকপি
offensive,স্যার কোদাল নিয়ে আপনার লেখা শিশুতোষ গল্প চাই।
offensive,আশা রাখি প্রতিবারের মত এবারও ফ্লপ হবে
offensive,মুক্তিযুদ্ধ এ আপনি কি করছেন জাতি জানতে চায়
offensive,মুইছ্যা জাফর!!!! কাম নাই কাজ নাই কত্তগুলা মুছ রাখছে
offensive,স্যার আপনি কি মুক্তিযুদ্ধ করেছেন?
offensive,আপনার ভাই ছাকিবের শালা বাবু কি ২য় বার পরিক্ষায় ঢাবি তে চান্স পাইছে আপু জানাইয়েন প্লিজ।
offensive,"স্যার, আপনার লেখা আমাদের যুগপৎ বিনোদন ও বিরক্ত করে।"
offensive,বর্তমান বাংলাদেশ এর উচচ শিক্ষিতরা সব চেয়ে বেশি দুরনিতিবাজ & লজ্জাহীন
offensive,ইকবাল স্যারকে একদিন এইসব কমেন্ট বক্স দেখানোর খুব ইচ্ছা আছে
offensive,আমি এখানে অসংখ্য গর্ভবতী ভাইদের দেখতে পাইতেছি
offensive,পপকর্ণ নিয়া কমেন্ট পড়তে বসলাম
offensive,"আপনার লেখার শুরুই হয় ""আমি এরকম মানুষ, ওরকম মানুষ, হেনতেন""! কেন রে স্যার?"
offensive,হড় হড় হড় হড়
offensive,স্যার আপনি গর্ত থেকে বের হলে কিভাবে? তাত্রারি গর্তে ডুকে পড়েন
offensive,কেমন আছো পরী? সিফাতুল্লাহর খোঁজখবর জানো কিছু?
offensive,"সব বাচ্চা মিলে একটি বুড়া কে কবর দিয়ে অাসলো,..কিন্তু এ কি দেখছি বুড়া এখনও ফেবুতে চিৎকার করছে"
offensive,"আপনার লেখা পড়িনা মীর জাফর স্যার, সোজা কমেন্টে এসে হড়হড় করে বমি উগরে দেই"
offensive,এ সমস্ত লেখালেখি বাদ দিয়ে আপনি সরকারের বেশি করে পা চাটেন. এতে করে আপনার স্বার্থ সিদ্ধ হবে.
offensive,আপনি একজন বিশ্বসেরা মুনাফিক
offensive,চিকন পিনের চার্জার পাওয়া যাবে ব্রো
offensive,জাফর স্যার গর্ত থেকে উঁকি দিয়েছেন
offensive,আমি এখন মদ খাব আর স্যারের পোস্টের কমেন্টগুলা পড়ব
offensive,স্যার আইজকা কি জুম্মা পড়ছিলেন?
offensive,পা চাটা গোলাম একটা
offensive,কি খবর জাতীয় তেলবাজ স্যার
offensive,বিশ্ব হারামী আজকে আবার প্রসব করছে। ছিঃ লজ্জা
offensive,আমি যে হরহর করে মুতে দিলাম এখন কি হবে?
offensive,তুই সময় করে একদিন মরে যা
offensive,আমাদের হড় হড় বাবা
offensive,উনারে 'ছত্রলিকের' গোল্ডন হাতুরি সন্মানে ভূষিত করা উচিৎ”
offensive,জাহড়হড়ফড় ইকবালবালবাল
offensive,"তুরী দিয়ে আপনার মেরুদন্ডটা ভেঙ্গে দিতে ইচ্ছা করছে,কিন্তু আপনার যে মেরুদন্ড নাই"
offensive,"স্যার, আপনার পোস্টে মুতের গন্ধ পাইতেছি"
offensive,জাফর + গিরগিটি = জাফরিটি
offensive,ষাঁড় আজকে জুমার নামাজ পড়ছেন ?
offensive,জাফর স্যারকে শিক্ষামন্ত্রী হিসেবে দেখতে চাই
offensive,জারজ স্যর আমি আসি কমেন্ট পরতে জানতে ইচ্ছে করে বমি কি স্যর
offensive,মুক্তিযুদ্ধের সময় তো লুকিয়ে ছিলি ছাগলের বাচ্চা
offensive,"হর হর করে বমি করতে চেষ্টা করলাম ষাঁড়, কিন্তু পেটে কিছু নাই"
offensive,"বিকৃত মস্তিষ্ক, বিক্রিত মাল, বমি বাবা জাফর ইকবাল"
offensive,আবার লেদাইতে আইসা পরসে স্যার
offensive,"ষার ঘুমে থাকে , তাই কিছু জানে না বুজে না"
offensive, যুদ্ধের সময় পালিয়ে বেড়ানো লোকের মুখে মুক্তিযুদ্ধের চেতনার কথা খুব একটা মানায় না
offensive,শ্রদ্ধেয় (!) শ্যাড়
offensive, দিন দিন পোলাপানগুলা আফাল্ডা টাইপ ধারণ করতাছে শ্যাড়
offensive, তুমি একটা বালের লেখক।
offensive,"চোর যে সে নিজে চোর দেখলে চিনতে পারে এ একজন চোর,"
offensive,যারা হঠাত করে আসে তারা আবার হঠাত করেই বাইগা যায়
offensive,আমার হেডার গান গায়
offensive,"নিজের মাইয়ারে একটা বাঙ্গালী পোলার সাথে বিয়া দিতারেন নাই আবার আইছেন বাংলা ভাষার দায়িত্ব নিতে, আপনি এমুন পিছলা কেন স্যার?"
offensive,"বাংলাকে তো আপনিও সুদে দিলেন, কনফারেন্স, আর্টিফিসিয়াল এগুলার কি বাংলা নেই নাকি জানেন না"
offensive,আপনি কি সব ছাই ভষ্ম লিখেন সেসব পড়ে আমি সময় নষ্ট করিনা
positive,"একটা নির্ভেজাল লেখনী..এভাবেই লিখতে থাকুন স্যার..শ্রদ্ধা, সম্মান ও ভালবাসা থাকলো"
positive,আপনি আমাদের ক্ষমা করে দিয়েন স্যার
offensive,বাইনঞ্চুদ কোনাকার এত বড় লেখা দিছত পড়ে তুরে থাপ্পড়াইতে ইচ্ছে করছে
offensive,সালারপুত এত বড় করে লেখা লিখস কেন?পড়তে পড়তে মাথা ঘুরে মাটিতে পড়ে যদি মরে যাই তার দায় বার কি তুই নিবি বাইনচুদ
offensive,"যার মুখের ধ্রুব গালি ""ইডিয়ট"" তার মুখে বাংলা ভাষা নিয়ে কচকচানি মানায় না। বাংলায় গালি দিতে শিখুন"
offensive, জাফর স্যার মানেই বিনোদন
positive,ড. জাফর ইকবাল স্যার না থাকলে এই জেনারেশনের এই সাহসটা তৈরী হতই না
offensive,বাংলার ইবলিশ শয়তান
positive,আজকের তরুণ প্রজন্ম তাদের আবিষ্কার দিয়ে বিশ্ব জয় করতে যাচ্ছে তার মূলে আপনার অবদান অনস্বীকার্য
positive,স্যার আপনি আমার খুবই পছন্দের একজন মানুষ
offensive,"স্যার, গালির জন্যে জন্ম আপনার,উদ্ধার নেই কভু!"
positive, স্যার আপনার লেখা পড়েই দিনশেষে একটু স্বস্তি পাই
positive,আপনার প্রতি পূর্ণ শ্রদ্ধা ছিলো সবসময় এবং থাকবে সবসময়
positive,স্যার আপনার মূল্যবান বক্তব্যের প্রতি শ্রদ্ধা ও কৃতজ্ঞতা
offensive,স্যার আপনার মূল্যবান বক্তব্যের প্রতি শ্রদ্ধা ও কৃতজ্ঞতা! 
positive,আমরা আপনাকে ভালোবাসি কারণ আপনি আমাদের মুক্তিযুদ্ধের প্রথম শিক্ষক
positive,আমরা আপনাকে অনেক ভালবাসি ও শ্রদ্ধা করি কারন আপনি সবসময় সত্য ও ন্যায়ের পক্ষে অবস্তান করেন
positive,আমরা আপনাকে অনেক ভালবাসি ও শ্রদ্ধা করি কারন আপনি সবসময় সত্য ও ন্যায়ের পক্ষে অবস্তান করেন
positive,আপনি তাড়াতাড়ি সুস্থ্য হয়ে উঠুন
offensive,"বালের টুম্পা,গান গাউয়ার আগেই গিটার নিয়ে বসে আছে,ভাব সোদায়"
offensive,স্যার আপনার লেঞ্জা কই? টিকটিকির মত কাইট্টা ফালাইছেন?
offensive, ইরে ষাড়ের বাচ্চা ভালো আছোততি??
positive,ভালো
offensive,ম্যাধাবী শুয়োরের দল এসেছে নিজেদের জাত চিনাতে
offensive,"আপা আপনি এতো ফেসবুক না চালাইয়া অভিনয়ে নজর দেন, একটা হিট ছবি করতে পারেন কিনা দেখেন।"
positive,"শুভ জন্মদিন(আকাশ) সকালে উঠে ভাবি দিন টা কেন আজ এত রজ্ঞিন ভাবনার অবসান ঘটিয়ে খুজে পেলাম আজ কে তোমার জন্মদিন। এই দিনে এসেছিলে তুমি একরাশ প্রেম নিয়ে এ দরার মাঝে, প্রকৃতিও সেজেছিলো অপরুপ সৃষ্ট তোমার রুপের নাজে। মৃদু হাওয়াই নেচেছিলো বানানী তোমার আগমনের খুশিতে, চন্দ্র মল্লিকাও যেন জড়িয়েছে জোছনা আপন মনে হাসিতে হাসিতে। তাই আজকে এমন দিনে তোমাকে জানাই অন্তরের গচ্ছিত শুভেচ্ছা, সদা তুমি সুখে থাকো শান্তিতে থাকো কেবল এটাই মনের ইচ্ছা।"
positive,পরি তুমি কেমন আছো
positive,সুন্দর মোটামুটি
positive,সুন্দর
offensive,এই ছেমরি তুই এত সুন্দর ক্যান??? 
offensive,আপনার নাম দিয়ে একটা আইডি খুলে খারাপ কাজ করতেছে  আপনি চাইলে লিংক দিতে পারি
offensive,আপনার বক্তব্য।??  কিন্ত সেটা অবশ্যই ভাল ভাবে দেয়ার চেষ্টা করুন।  একজন মানুষ খুসি হয় তেমন বক্তব্য দিন। নেগেটিভ বক্তব্য দিয়ে নিজেকে অশ্লীল মানুষ হিসেবে পরিচয় দিবেন না।
offensive,বিছানা গরম করা নায়িকা চুদাচুদি কত অনেক মজা লাগে  লাখ টাকার ফাইভ স্টার হোটেলে খরচ হয় জন্মদিন উপলক্ষে বাহ বাহ বা অসাধারণ সেক্সি মাগী মাগি মনি
positive,আপনাকে খুবই সুন্দর লাগছে
offensive,কোন জায়গায় হাত ঢুকিয়েছো
positive,আমার বাবুটার জন্য টেডি বিয়ার পাঠিয়েছি 
offensive,বক্সের ভিতর জায়েদ খান!
offensive,  #হুম! লুকিয়ে লুকিয়ে কিনাকাটা!!! #মেরিন মেগা সিটি শপিং কমপ্লেক্স? 
offensive,"পরি মনি কি বলবো তোমায় , কমেন্ট পৈরা তো ,সোয়া অবস্তায় বিছানার তোলে ,পৈরা গেছি । কি বলবো আর,,,, এরকম প্রশ্ন না করায় ভালো বুচ্ছো ,,,  ডাঙাইয়ার ডাং ধরা যায় ,কোয়াইয়ার তো মুখ ধরা নাজায় না।।।।"
offensive,টয়  চেক্স টয়  খুব চুন্দর চেক্স টয়
positive,মনে হয় শীতের জন্য কম্বল যা আপনি গরিবদুঃখী দের মাঝে বিতরণ করবেন।
positive,আমি ছিলাম।
offensive,"ব্র্যা, পেন্টি,,অন্তর্বাস, হবে হয়তো,,,"
offensive,মারুফের কালা বন্ধুক 
offensive,"তাহলে আমার কুরিয়ার করা মাল গুলো গেয়ে গেছো,,"
positive,কি কি চকলেট মিষ্টি 
offensive,সৌদি আরব থেকে আসা রিলিফের কম্বল 
offensive,রাতে যাতে কেউ না থাকলে নিজে নিজের টা মারতে পারো সে জিনিস সোনা
offensive,কম্বল
offensive,"মনে হয়, লেজার আছে যেভাবে হাত দিয়ে দরছে।।।"
positive,চকলেট মিষ্টি?
offensive,শীতের কম্বল :
positive,জামাই 
positive,কি কি চক্লেট মিস্টি
offensive,বক্সে বালের মাথা -_-
offensive,কনডম
offensive,ডিলডো লাগিয়েছ নাকি
offensive,সেক্সি টয়
offensive,কেয়া কসমেটিক্স এর পক্ষ থেকে আপনি ওই বক্সে পেয়েছেন হাজারো কনডম!
offensive,চটি পেজের কমেন্ট বক্স! পুরাই চোদনা হয়ে গেলুম!  
offensive,সিদ্ধি   
positive,কতো দিন দেখিনি তোমায়
offensive,সব কমেন্টই সেক্স... ভেরিফাই আইডি.. একটু নজর রাখা উচিত.. সৌজন্যে': আমরা কমেন্টকারী
offensive,নাম বললে চাকরি থাকবে না!
offensive,তুমি আমার দুঃখো কষট দিয়ে কি পাও
offensive,যে মেয়েরা সিগারেট খাও।এবং ফোনে মজা নিতে চাও আমাকে ইনব্কস করো।
offensive,এই বেটা আগে বিটিভিতে নাচতো না?
offensive,দুর মাগি 
offensive,আর পরি তুমি আলা চাউল। তোমারে আজ ঢেকিতে ধান ভানবে।
offensive,পতিতা
offensive,পাশেরটা তো পুরাই লেডিস।
offensive,বাংলার খানকি।।। এইসব  বেশ্যাদের কে৷ সরকার কি দেখে না।
positive,আপু আপনার ভালো আমি সবসময়ই চাই
offensive,কোন মেয়ে ফোনে মজা করতে চাইলে ইনবক্স করো
offensive,গরীবের ওয়েস্টার্ন গার্ল
offensive,শাওয়া মার্কা মুখ নিয়া ভাব সুদাও।
offensive,"এই বইন তুই যে,এমন শুকাইয়া যাইতছস? তুই এমনে শুকাইতে থাকলে তো ছালমান আফা তোরে চিনবোনা।"
offensive,শরীরে এক ছটাক গোস্ত নাই আবার ভং ধরে -_- ডিব্বা দুইটাও তো চামড়ার সাথে লেপ্টে আছে -_-
offensive,বেশি দেরি করতে হবে না ভক্তকুল এরপর হঠাতই আমাদের প্রানপ্রিয় জেসিয়া লিংক নিয়ে হাজির হবেন
offensive,একটু খাওয়া দাওয়া কইরো প্লিজ .....শুঁটকি কামলির মতো লাগতেসে 
positive,হায়রে...! মানুষ কত কথা বলে ।অন্যকে খারাপ কথা বলে নিজেকে খুব ভালো ভাবছে
offensive,গায়ে যদি এতটু মাংস থাকতো হেতির
offensive,বুইরা বেডি
positive,কাবাব মে হাড্ডি
offensive,আম্নে বুকে উড়না দেন।নাহলে আল্লাহ গুনাহ দিবো!
offensive,এখন দেখা যায় ঘসেটি বেগম এর মত
positive,"আপুনি , তোমার বাচ্চা কয়টা?? :-)"
offensive,এইরকম জাস্ট ফ্রেন্ড আমাদেরো দরকার
offensive,আমার কাছে সত্যিই এর চেহারাটা মেয়ের মতো লাগছেনা 
offensive,মনে হইতাছে ফেরাউনের বউ
offensive,হায়রে খারাপি!
offensive,আপু আপনি সালমানকে ছেড়ে আমার কাছে চলে আসুন 
offensive,"এটা খা,মানুষ হ"
offensive,খয়রাতি
offensive,সাল্লু ভাই অনেক ভাগ্যবতী আপনার মতো একটা জাস্ট ফ্রেন্ড পেয়ে
offensive,তোমার দাত গুলা তো আমাদের এলাকার পচা ড্রেনটার মত ভাংংগাচোরা বাথ্রুমের কমোডের মত 
offensive,"এইটা হাইস্যকর,  হাাইস্যকররররর "
offensive,আপনার দাঁত গুলো অনেক সুন্দর হারপিক দিয়ে ব্রাশ করছেন মনে হয়
offensive,"বুড়ি মাতারি,,,, "
offensive,গরিবের মিয়া খলিফা ও হতে পারবি না তুই
positive,বাহ !!!!
offensive,"আপনাকে দেখলেই বুঝা যায়, আপনার লাইফ খুবই শর্ট!"
positive,সহমত আপু
offensive,ভুল করে পাগল ছাগলের পেজে এসে গেছি
offensive,আপনার পোস্টের  কমেন্ট দেখে আমার আজ ৩ দিন যাবত ডায়রিয়া। শুকিয়ে যাচ্ছি। আপনিও কি পোস্টের কমেন্টের এই প্রতিক্রিয়ায় শুকিয়ে যাচ্ছেন...?
positive,"আমাদের সৌভাগ্য আমাদের একজন ""জাফর ইকবাল"" নামের মানুষ আছেন। স্যারের দীর্ঘায়ু ও সুস্থতা কামনা করছি"
offensive,বুইরা বেডি
positive,"ফারদিন আফরাজ শুভ্র ধন্যবাদ,সকাল সকালে বিনোদনের রাস্তা দেখানোর জন্য।"
offensive,"তুমি যে আকাম কুকাম কর, আব্বু আম্মু জানে?"
positive,অনেক জ্ঞ্যান এর কথা কইছেন আপা
offensive,খাম্বার লগে এত কি হ্যা?সাল্মানের নাই বলে শেষমেষ খাম্বার লগে
positive,হঠাৎ  করে একটু নাদুস নুদুস হয়ে গেছে
offensive,বোকা
offensive,হায়রে ভেজাল বাংলার ছেমরী 
offensive,স্যার আপনার যথেষ্ট বড় ফ্যান হবার পরেও আপনার শিক্ষাবিষয়ক এক্সপেরিমেন্ট নিয়ে আমি বিরক্ত
offensive,স্যার আপনার যথেষ্ট বড় ফ্যান হবার পরেও আপনার শিক্ষাবিষয়ক এক্সপেরিমেন্ট নিয়ে আমি বিরক্ত
offensive,আপনার পাছায় অনেক গন্ধ আন্টি
offensive,হোগা মরা মাইয়া।
offensive,চোদা খাওয়ার আগ মুহূতো
offensive,সালমান তো ভালোই বড় বানায় দিছে  কেউ কিছু বুঝছেন নি
offensive,"ওখানে গিয়া,  বাংলার মান ইজ্জৎ শেষ করিসনা বইন।"
positive,বাংলার বোন!!
offensive,বালমান টা কই
offensive,"সালমান তুই পাইলি চিকনা চাকনা একটা,,,,,,,,,,,,,,,,।,,,,,,,,, মজা পাবি"
offensive,নাইস পিক
offensive,সালমান শৃটকি টা কোথাই
positive,এইটা কি বাংলাদেশী :-)
offensive,বাংলার মাল
offensive,এই বইন তুর এই শাউয়া মার্কা খোমা দেইখা আমার 7 ইন্চি জিনিসটা ৩ ইন্চি হইয়া গেছে।
offensive,আমি   এর জাষ্ট দেবর আামাকে সবাই এ্যাড দেন 
offensive,ঘরের পর্দা পড়লে যা লাগে আর কি বত্ব আফা কি ইমার্জেন্সি কাজ আটকাই রাখছেন নাকি
offensive,আপনাকে দেখলে আমার একটা জিনিসের কথাই মনে পড়ে।ছোটবেলায় নানাবাড়িতে গেলে দেখতাম গরুর গোবর দিয়ে লাঠি বানিয়ে চুলা জ্বালায়। আপনাকে একদম ঐরকম লাগে সত্যি 
positive,একেক জন একেক রকম কই যাব??
offensive,বোন তোমার নামের পাশে ইসলাম শব্দটা ঠিক যায় না।ইসলাম শব্দটিকে গালি দেওয়ার মতো হয়ে গেছে তোমার নামের পাশে।
offensive,"ছবির পোজ গুলা এত বাজে,,,। ইন্ডিয়াণ নেক্সট টপ মডেল দেখেন ম্যাম এমটিভি তে।  কি ভাবে ছবিতে পোজ দেয়।"
offensive,"এটা কি খেলার পরের দৃশ্য নাকি?জেসিয়ার কোনো মেয়ে ফ্যান থাকলে প্লিজ আমাকে এড পাঠাও, কথা দিচ্ছি সালমানের মত হ্যাপি রাখবো "
offensive,"আপনার নাম্বারটা যদি দিতেন তাইলে টেডি বিয়ার, বারবি ডল, আইসক্রিম আর চিকেন বল সব কিনে দিতাম!"
offensive,পাদ আসছে?
offensive,কি পিক আপলোড দেও তুমি  .... তুমি মিস বাংলাদেশ... তুমার উচিত আমাদের দেশকে রিপ্রেজেন্ট করা  তুমি কি করছো... মাঝে মাঝে ভাবি তুমি কেমন করে মিস বাংলাদেশ হলা.... মেধা আছে তুমার তাই এইসব ন্যাকা স্টাইল না করে যে জিনিসে তোমাকে মানায় ঐ সব করো
offensive,গেবনে কিহ আর আছে। এইভাবে কে ঝুলাই দিয়া গেল?আপনার সালমান আপু নাকি।আহারে মানবতা আজ কোথায়।
positive,আপনার ছোট ভাই সালমান কেমন আছে?
positive,আফা আফনে কি বিমানের ভিত্রে ?
offensive,এমন ভাবে পোজ মারছে মনে হইতেছে হাগা চাপছিলো আফার
offensive,এই বিচিওলি এই দিকে ওকি মেরে কি দেখছিস? লিটনের ফ্ল্যাট বন্ধ কিনা?
positive,আজকে শীত পড়ছে তাই ফুল পোশাক।
offensive,পেটে কার বাচ্ছা?সাল্মানের নাকি পরপুরুষের?
offensive,আফা ইডিট কইরা চুতমারানি থেকে রাজরানী হওয়া জায় 
offensive,মেশিন নেতিয়ে পড়েছে এ ছবিখানা দেখে
positive,ভাল লাগছে। সাফল্যের দিকে এগিয়ে যাও। শুভ কামনা।।
offensive,"মাঘী,২০ টাকাই যাবি?."
offensive,আপা বহুত রং ঢং চলের দেহির
positive,আমি বুঝিনা! মানুষ এত সুন্দর সুন্দরীর ছবিতে হা হা কেন দেয়? 
offensive,সালমান মুক্তাদির কে লুকানোর চেষ্টা করছো কাপড় দিয়ে??হাহা দেখে ফেলেছি!!
offensive,নষ্টা...
offensive,চোদোন খায়া বেকা
offensive,গরীবের মিয়া খলিফা
offensive,এই মাইয়াডা সোজা হইয়া দাঁড়াতেই পারেনা
offensive,দুধু ঝুলাই দিলো 
offensive,গরীবের বাংলাদেশী ভার্সন -_-
offensive,কাপড়ের তলে কি এইটা সালমান নি
positive,মন ভালো করতে আসলাম
offensive,কচি কচি ডাব
positive,আহা জেসি ভাইয়া.অনেক নাইস লাগছে 
positive,এটা কি ছিল! 
offensive,পর্দা করতে বলছে দেখে পর্দা পরে ফেলছে 
offensive,এইডা আবার কিমুন ড্রেস?বাপ্রে বাফ 
offensive,"শা*য়া মারানির পাইল্সের ব্যাথা উঠছিলো মনে হয়, ছবি তোলার সময়!"
positive,হ্যালো ?
offensive,সালমান ভাই তোমার উপর জাল মারছে কেন??
offensive,-ছোট্ট বাচ্ছারা দেখে ভয় পেলে এটার জন্য দায়ী কে হবে??
offensive,প্যা‌লে‌নে প্রথমবার বু‌ঝি?
offensive,আল্লাহ কত সুন্দর করি বানাইচে।।। হেতি  পরদা না করি বেকে রে আজব জিনিস দেখাই।।।।
offensive,ব্লাউজ ছাড়াই পরলে ভালো হইতো
positive,কমেন্ট পড়তে আসছিলাম  কিন্তু এখানে তো ৩য় বিশ্বযুদ্ধ 
offensive,সালমানে তো বড় কইরা দিছে
offensive,তিনি একজন আন্তর্জাতিক মানের  প্রতিবন্ধী
positive,এহানে কি!  হলের ছেলে হলে যাও 
positive,এই প্রাণীগুলো কোন চিড়িয়াখানার????
offensive,কমেন্ট করমু কি কমেন্ট গুলা পরতেই ভালো লাগতাছে.....
offensive,এটা একটা প্রতিবন্ধী
positive,আমার ঘরের জানালার পর্দা 
positive,দারুণ
offensive,মানুষের পা জেসিয়ার বুকে ঘষে
offensive,গরীবের বিনোদোন
offensive,গাছের চেয়ে ফল বড় হয়ে গেলে যা হয় আরকি 
offensive,গেবনে এমন মেয়ে দেকিনি.
offensive,আপনার ছবি দেখে বমি এসে যায়
offensive,"যখনই মন খারাপ হয় + ক্ষুধা না লাগে,  তখনই সালমান আর প্রতিবন্ধীর(আপনার)  আইডির কমেন্ট পড়ি,  হাসতে হাসতে ক্ষুধাও লাগে,  মনও ভাল হয়।   আমি উপকৃত হয়েছি,  আপনারাও সেবা নিয়ে দেখুন.. মাত্র ২৪ সেকেন্ডেই ফলাফল। সব হারবাল পেইলড। ** ফেইলড।"
offensive,সকালে দেখলাম লেংটা ছবি ছাড়ছেন। এহন রাইতে আবার কাপড় চোপড় পইরা ছবি ছাড়ছেন সব কিছু এমন  উলটা পালটা করা শুরু করলেন কিনু?
offensive,"সালায় তো একটা জি‌নিস রে,এক‌দিন অর্ধ নগ্ন ছ‌বি দেয় অার এক‌দিন  পুরাই খ‌লিফা_‌ডিপজল. "
offensive,আমি শুধু ভাবি জেসিয়ার বাবা-মার কথা !!  নিজেদের মেয়েকে এমনে খাইতেসে একটা ছেলে অ্যান্ড দে আর ওকে উইথ ইট !! কেমনে পারে মেন !!!  আপনারা এখনো সুইসাইড করেননা কেন ? নেস্টি পেরেন্টস !!!!
offensive,জামা কাপড় আছে তাহলে পরার মতো 
offensive,যেসব বান্দির বাচ্চা দের জেসি আপুকে দেখলে জলে তারা দয়া করে জেসি আপুর পেজটা আনলাইক করে দিন
positive,বিমানে প্রথমবার?…
offensive,এই বইন তুই আমাগো ঘর মুছার নেকরা গুলা কই পাইলি?
offensive,এখন কিছু গঞ্জিকা সেবন করা ভাই বোনেরা এখানে এসে বকাবকি করবে আর আমি শুধু দেখবো 
positive,বাহ!!!!! আজকে বদলায় গেছে ড্রেসাপ :D
offensive,বইন তোরে আর সহ্য করতে পারতেছিনা৷ তোর পেজ আনলাইক মারলাম...
offensive,"আরেক লেসবিয়ান কই রাইখা আইছেন আফা, সাল্লু ভাই হেতে কোনহানে।"
offensive,প্রথমবার বিমানে চড়লে যা হয়
positive,#আসলেই
offensive,ভূত রাক্ষসী পেত্নি
offensive,জামার বিতরে ভি হাডডি দেহাজায়
offensive,সালমাপু টা কোথায় কাপড় দিয়ে ঢেকে রেখেছেন বুঝি!
offensive,এই ধর্মের বইন আমার রিকোয়েস্ট টা এক্সেপ্ট  করসনা কিয়ারে?
offensive,এই বইন তুর এই শাউয়া মার্কা খোমা দেইখা আমার জিনিস্টা  ৩ ইন্চি হইয়া গেছে। আর যদি একটুও কমে তোরে আমি সারাজীবন অভিশাপ দিয়া যামু
offensive,"আমি জেসিয়ার পেজে লাইক দিয়ে রেখেছি, ওরে লাইক করি বলে না.... মাঝে মাঝে মন খারাপ থাকলে কমেন্ট পড়ে মজা নেয়ার জন্য "
offensive,আমার দেখা সবচাইতে ফালতু মেয়ে মিস ওয়ার্ল্ড বাংলাদেশ কোথা থেকে যে এসব গুলা ধরে আনে....!!
offensive,হায়রে প্রতিবন্ধী  আইন্নের লেসবু পার্টনার সালমান মুইত্তাদিক :/ উনি কি আপনাকে দিচ করছে নাকি নতুন মালের  জন্য  কই উনি?  উন্নাকে ছাড়া ত আপনার পিক মানা যায় না?   বত্ব আপনার কি গুড়া কৃমি হইছে নাকি এত মুচড়ামুচড়ির পিক কেন :/ মনে হইতেছে প্রতিবন্ধীকতার কারণে হাত জায়গা মত যায় না তাই চুল্কাইতেও পারতেছেন না
offensive,আপ্পা আপনার জাত বোন সালমান মুকতাদির আপু কোথায়?    জাতি জানতে  চাই  অই আপ্পারে বাদ দিয়ে কেন পিক আপলোড  দিলেন 
offensive,এই সব ছবি দিয়া সালমাল হিজ্রার চুদা খাওয়া যায় কিন্তু ছেলেদের ক্রাশ হওয়া যায় নাহ রেহ পাগলি 
offensive,নারী জাতির কলঙ্ক তুই। শরীর দেখিয়ে নিজে তো পাপ করছিস।তার সাথে সাথে সমাজের ছেলে গুলো কেও খারাপ করছিস। তোদের মত কিছু মেয়েদের জন্য আজ ৯০% মেয়েদের বাজে কথা শুনতে হয়।
positive,অত্যন্ত মনের কস্ট নিয়ে রেল লাইনের পাশে বসে আছে দুঃখি মেয়েটি।কি হতে পারে তার কস্ট???মুখ দেখেই বোঝা যাচ্ছে সালমান মুক্তাদিরের সিটিসেলের টাওয়ারে নেটওয়ার্ক দুর্বল থাকায় আপুর কস্ট দিন দিন বেড়েই চলছে।চিন্তা কইরেন না আপু।আপনি দেশের সম্পদ।তাই আমরা সকলে রবি আর এয়ারটেল মিলিয়ে তৈরী করা হয়েছে দেশের এক নম্বর নেটওয়ার্ক।যার টাওয়ারের সিগনাল অত্যন্ত স্ট্রং।দেশের সবখানেই আপনি এর টাওয়ার পাবেন।তাহলে চিন্তা কিসের????এখনি আমাদের রবি এয়ারটেলে চলে আসুন।
offensive,"বাবু শোন,দোচাদুচি বাদ দিয়া ঠিক মত খাওয়াদাওয়া করে গোয়াটা একটু মোটা করো তারপর জত শো অফ করবা জাতি ততই মগা পাবে  এইসব হাড্ডি মারকা গোয়া ভাল্লাগে না "
offensive,"দোষ তার বাবা মায়ের, ছোট বেলায় টিকা দেয়নায়"
offensive,হটাৎ করে দেখে ভাবসি বিদেশী কোন পর্ণ...ভিডিও দেখার উদ্দেশে যখন প্রফাইল দেখলাম।।দেখি এইটা আমাগো দেশি
offensive,"আমার দেখা অন্যতম সেরা একটা মাগি... যাকে ব্রাজিলের  মডেল হিসেবে ভাল মানাত,মিস বাংলাদেশ হিসাবে না।। কেন যে এই বালছাল গুলা চোখের সামনে পরে"
positive,"ছবি গুলা যে তুলসে তাকে শান্তিতে নোবেল দেয়া উচিত, তিনি শান্তি বজায় রেখে আপুটির ছবি তুলেছেন কোনো প্রকার বিরক্ত হোন নি, তার এই অবদানের জন্য একটা নোবেল তার প্রাপ্য। "
offensive,ধুর মিঞা! দিলো তো আমার পবিত্র নিউজফিডটা রে নোংরা করে এইসমস্ত পাব্লিসিটিখোর প্রতিবন্ধী গুলার জন্য একটু শান্তিতে বসে ফেবু চালাইতে গেলেও মুড খারাপ হয়ে যায় 
offensive,তুমি মিস বাংলাদেশ হওয়ায় কোন উপকার হয় না বরং অপকার হইছে রিপ্রেজেন্ট করতে যাইয়া লেইম করে ফেলছ তবে হ্যা মিরাক্কেল দেখলেও এত হাসি না যতটা তোমার কমেন্ট পড়লে হাসি পায়। প্লিজ মাঝে মাঝে ছবি আপলোড কইর যাতে মন খারাপ থাকলে একটু আনন্দ পাই
offensive,"যে পোজ গুলা দিছে সেগুলার নুবিলস, ব্লেকড, সুইট সিনার, ডিজিটাল সিন এ দেখা যায়। "
